Period,Consumer Price Index  (2012=100),Index of Industrial Production,Wholesale Price Index (2011-12=100),Consumer Price Index for Agricultural Labourer,Consumer Price Index for Rural Labourer,Consumer Price Index for Food and Beverages,Net Foreign Direct Investment (US $ Million),FCNR(B)-Foreign Currency Non-Resident (Banks) (US $ Million),Foreign Trade Exports Total (US $ Million),Foreign Trade Imports Total (US $ Million),Foreign Trade Balance Total (US $ Million),Market Borrowing SG Gross Amount Raised (in Crore),Exchange Rate of Indian Rupee to US Dollar (Month End),rolling_mean_Commercial Paper (Amount Outstanding) (in Crore),rolling_mean_Direct Investment to India (US $ Million),rolling_mean_Foreign Direct Investment By India (US $ Million),rolling_mean_Net Portfolio Investment (US $ Million),rolling_mean_Total Investment Inflows (US $ Million),rolling_mean_External Commercial Borrowings Registrations (US $ Million),Consumer Price Index  (2012=100)_lag_1,Consumer Price Index  (2012=100)_lag_2,Consumer Price Index  (2012=100)_lag_3,Consumer Price Index  (2012=100)_lag_4,Consumer Price Index  (2012=100)_lag_5,Consumer Price Index  (2012=100)_lag_6,Consumer Price Index for Agricultural Labourer_lag_1,Consumer Price Index for Agricultural Labourer_lag_2,Consumer Price Index for Agricultural Labourer_lag_3,Consumer Price Index for Agricultural Labourer_lag_4,Consumer Price Index for Agricultural Labourer_lag_5,Consumer Price Index for Agricultural Labourer_lag_6,Consumer Price Index for Rural Labourer_lag_1,Consumer Price Index for Rural Labourer_lag_2,Consumer Price Index for Rural Labourer_lag_3,Consumer Price Index for Rural Labourer_lag_4,Consumer Price Index for Rural Labourer_lag_5,Consumer Price Index for Rural Labourer_lag_6,Consumer Price Index for Food and Beverages_lag_1,Consumer Price Index for Food and Beverages_lag_2,Consumer Price Index for Food and Beverages_lag_3,Consumer Price Index for Food and Beverages_lag_4,Consumer Price Index for Food and Beverages_lag_5,Consumer Price Index for Food and Beverages_lag_6
2021-12-01,166.2,138.8,143.3,1097.0,1106.0,168.2,1350.52,18154.37,39270.2,60329.77,-21059.57,60062.0,74.3,382529.76666666666,3623.2683333333334,1413.9499999999998,-327.3583333333334,1881.9583333333333,3265.1666666666665,165.13333333333333,163.86666666666667,162.86666666666665,162.23333333333335,161.4,159.83333333333334,1080.0,1071.3333333333333,1064.6666666666667,1061.3333333333333,1055.6666666666667,1049.0,1089.0,1080.0,1073.3333333333333,1069.6666666666667,1064.0,1057.0,167.13333333333333,165.20000000000002,163.96666666666667,163.5,162.4333333333333,160.4333333333333
2022-01-01,165.7,139.3,143.8,1095.0,1105.0,166.4,6067.2,18089.38,35233.01,52566.77,-17333.76,79535.43,74.97,379346.325,4343.176666666667,1381.3433333333332,-796.7116666666667,2165.1216666666664,4022.6666666666665,166.13333333333333,165.13333333333333,163.86666666666667,162.86666666666665,162.23333333333335,161.4,1090.0,1080.0,1071.3333333333333,1064.6666666666667,1061.3333333333333,1055.6666666666667,1099.0,1089.0,1080.0,1073.3333333333333,1069.6666666666667,1064.0,168.53333333333333,167.13333333333333,165.20000000000002,163.96666666666667,163.5,162.4333333333333
2022-02-01,166.1,131.4,145.3,1095.0,1106.0,166.2,4657.32,17292.98,37153.99,55898.39,-18744.4,52118.0,75.49,374869.73333333334,4204.071666666668,1318.448333333333,-2245.8333333333335,639.7883333333334,3936.1666666666665,166.2,166.13333333333333,165.13333333333333,163.86666666666667,162.86666666666665,162.23333333333335,1094.6666666666667,1090.0,1080.0,1071.3333333333333,1064.6666666666667,1061.3333333333333,1104.0,1099.0,1089.0,1080.0,1073.3333333333333,1069.6666666666667,168.1,168.53333333333333,167.13333333333333,165.20000000000002,163.96666666666667,163.5
2022-03-01,167.7,148.8,148.9,1098.0,1109.0,168.4,3051.98,16918.12,44573.71,63090.56,-18516.85,103665.0,75.81,371754.8083333333,4348.886666666667,1293.0316666666665,-3509.456666666667,-453.6000000000001,4106.0,166.0,166.2,166.13333333333333,165.13333333333333,163.86666666666667,162.86666666666665,1095.6666666666667,1094.6666666666667,1090.0,1080.0,1071.3333333333333,1064.6666666666667,1105.6666666666667,1104.0,1099.0,1089.0,1080.0,1073.3333333333333,166.93333333333334,168.1,168.53333333333333,167.13333333333333,165.20000000000002,163.96666666666667
2022-04-01,170.1,134.5,152.3,1108.0,1119.0,170.8,5325.85,16134.74,39698.17,58057.7,-18359.53,9500.0,76.42,369375.0333333334,4964.096666666667,1189.9133333333332,-3831.351666666667,-57.16833333333337,3943.1666666666665,166.5,166.0,166.2,166.13333333333333,165.13333333333333,163.86666666666667,1096.0,1095.6666666666667,1094.6666666666667,1090.0,1080.0,1071.3333333333333,1106.6666666666667,1105.6666666666667,1104.0,1099.0,1089.0,1080.0,167.0,166.93333333333334,168.1,168.53333333333333,167.13333333333333,165.20000000000002
2022-05-01,171.7,137.8,155.0,1119.0,1131.0,173.3,5311.4,15910.4,39003.62,61126.44,-22122.82,35290.0,77.66,368738.52499999997,5416.27,1122.2266666666665,-4586.413333333333,-292.37333333333333,3796.0,167.96666666666667,166.5,166.0,166.2,166.13333333333333,165.13333333333333,1100.3333333333333,1096.0,1095.6666666666667,1094.6666666666667,1090.0,1080.0,1111.3333333333333,1106.6666666666667,1105.6666666666667,1104.0,1099.0,1089.0,168.46666666666667,167.0,166.93333333333334,168.1,168.53333333333333,167.13333333333333
2022-06-01,172.6,138.3,155.4,1125.0,1137.0,174.9,2755.21,15680.64,42279.52,64352.76,-22073.24,65450.0,78.94,372484.14166666666,5585.998333333334,1057.8383333333331,-4974.208333333333,-446.05166666666673,3186.0,169.83333333333331,167.96666666666667,166.5,166.0,166.2,166.13333333333333,1108.3333333333333,1100.3333333333333,1096.0,1095.6666666666667,1094.6666666666667,1090.0,1119.6666666666667,1111.3333333333333,1106.6666666666667,1105.6666666666667,1104.0,1099.0,170.83333333333334,168.46666666666667,167.0,166.93333333333334,168.1,168.53333333333333
2022-07-01,173.4,134.4,154.0,1131.0,1143.0,175.0,3893.28,15877.96,38335.8,63771.39,-25435.59,52990.0,79.42,368875.05000000005,5189.931666666667,1024.0916666666665,-4173.546666666667,-7.710000000000036,2292.1666666666665,171.46666666666667,169.83333333333331,167.96666666666667,166.5,166.0,166.2,1117.3333333333333,1108.3333333333333,1100.3333333333333,1096.0,1095.6666666666667,1094.6666666666667,1129.0,1119.6666666666667,1111.3333333333333,1106.6666666666667,1105.6666666666667,1104.0,173.0,170.83333333333334,168.46666666666667,167.0,166.93333333333334,168.1
2022-08-01,174.3,131.5,153.2,1140.0,1152.0,176.3,748.31,16017.67,37017.74,61879.15,-24861.41,59526.0,79.72,376446.9666666666,4656.526666666668,1142.1883333333333,-1986.011666666667,1528.3249999999998,2216.6666666666665,172.5666666666667,171.46666666666667,169.83333333333331,167.96666666666667,166.5,166.0,1125.0,1117.3333333333333,1108.3333333333333,1100.3333333333333,1096.0,1095.6666666666667,1137.0,1129.0,1119.6666666666667,1111.3333333333333,1106.6666666666667,1105.6666666666667,174.4,173.0,170.83333333333334,168.46666666666667,167.0,166.93333333333334
2022-09-01,175.3,133.8,151.9,1149.0,1161.0,177.8,1567.37,16008.4,35390.8,63372.11,-27981.31,53591.02,81.55,384542.60000000003,4226.591666666667,959.6883333333332,-1349.7033333333334,1917.1966666666667,1827.8333333333333,173.4333333333333,172.5666666666667,171.46666666666667,169.83333333333331,167.96666666666667,166.5,1132.0,1125.0,1117.3333333333333,1108.3333333333333,1100.3333333333333,1096.0,1144.0,1137.0,1129.0,1119.6666666666667,1111.3333333333333,1106.6666666666667,175.4,174.4,173.0,170.83333333333334,168.46666666666667,167.0
2022-10-01,176.7,129.5,152.9,1159.0,1170.0,179.6,1167.66,16104.43,31601.79,57910.5,-26308.71,70450.0,82.39,385931.3666666667,3531.001666666667,957.1299999999998,-608.5,1965.37,2005.8333333333333,174.33333333333334,173.4333333333333,172.5666666666667,171.46666666666667,169.83333333333331,167.96666666666667,1140.0,1132.0,1125.0,1117.3333333333333,1108.3333333333333,1100.3333333333333,1152.0,1144.0,1137.0,1129.0,1119.6666666666667,1111.3333333333333,176.36666666666667,175.4,174.4,173.0,170.83333333333334,168.46666666666667
2022-11-01,176.5,137.7,152.5,1167.0,1178.0,178.3,-1007.85,16719.23,34887.1,56951.41,-22064.31,57199.0,81.6,382225.30833333335,2786.4200000000005,1265.7566666666664,961.3249999999999,2481.9883333333332,2620.3333333333335,175.4333333333333,174.33333333333334,173.4333333333333,172.5666666666667,171.46666666666667,169.83333333333331,1149.3333333333333,1140.0,1132.0,1125.0,1117.3333333333333,1108.3333333333333,1161.0,1152.0,1144.0,1137.0,1129.0,1119.6666666666667,177.9,176.36666666666667,175.4,174.4,173.0,170.83333333333334
2022-12-01,175.7,145.9,150.5,1167.0,1179.0,175.9,1870.3,17558.44,38084.56,61218.76,-23134.2,53461.85,82.79,380080.4666666666,2737.378333333334,1364.1999999999998,1857.0699999999997,3230.2466666666664,2766.8333333333335,176.16666666666666,175.4333333333333,174.33333333333334,173.4333333333333,172.5666666666667,171.46666666666667,1158.3333333333333,1149.3333333333333,1140.0,1132.0,1125.0,1117.3333333333333,1169.6666666666667,1161.0,1152.0,1144.0,1137.0,1129.0,178.5666666666667,177.9,176.36666666666667,175.4,174.4,173.0
2023-01-01,176.5,147.4,150.7,1170.0,1181.0,176.7,3364.25,18206.71,35799.38,52826.38,-17027.0,51846.0,81.74,378357.5833333333,2654.6200000000003,1369.6133333333335,1313.34,2598.3433333333332,2627.0,176.29999999999998,176.16666666666666,175.4333333333333,174.33333333333334,173.4333333333333,172.5666666666667,1164.3333333333333,1158.3333333333333,1149.3333333333333,1140.0,1132.0,1125.0,1175.6666666666667,1169.6666666666667,1161.0,1152.0,1144.0,1137.0,177.9333333333333,178.5666666666667,177.9,176.36666666666667,175.4,174.4
2023-02-01,176.8,139.3,150.9,1171.0,1182.0,176.6,1716.48,18402.31,37013.7,53581.5,-16567.8,77192.0,82.68,370766.4666666666,2803.266666666667,1356.8983333333333,35.27999999999978,1481.6466666666668,2421.8333333333335,176.23333333333335,176.29999999999998,176.16666666666666,175.4333333333333,174.33333333333334,173.4333333333333,1168.0,1164.3333333333333,1158.3333333333333,1149.3333333333333,1140.0,1132.0,1179.3333333333333,1175.6666666666667,1169.6666666666667,1161.0,1152.0,1144.0,176.96666666666667,177.9333333333333,178.5666666666667,177.9,176.36666666666667,175.4
2023-03-01,177.2,151.7,151.0,1175.0,1186.0,177.0,1274.04,19363.3,41957.82,60920.8,-18962.98,171895.67,82.22,362903.44999999995,2774.401666666667,1376.9216666666664,491.0599999999998,1888.54,2610.3333333333335,176.33333333333334,176.23333333333335,176.29999999999998,176.16666666666666,175.4333333333333,174.33333333333334,1169.3333333333333,1168.0,1164.3333333333333,1158.3333333333333,1149.3333333333333,1140.0,1180.6666666666667,1179.3333333333333,1175.6666666666667,1169.6666666666667,1161.0,1152.0,176.4,176.96666666666667,177.9333333333333,178.5666666666667,177.9,176.36666666666667
2023-04-01,178.1,140.7,151.1,1180.0,1192.0,177.9,2758.1,19687.33,34618.45,49055.63,-14437.18,22300.0,81.78,370970.8333333333,3063.438333333334,1400.885,746.4899999999998,2409.0433333333335,3265.3333333333335,176.83333333333334,176.33333333333334,176.23333333333335,176.29999999999998,176.16666666666666,175.4333333333333,1172.0,1169.3333333333333,1168.0,1164.3333333333333,1158.3333333333333,1149.3333333333333,1183.0,1180.6666666666667,1179.3333333333333,1175.6666666666667,1169.6666666666667,1161.0,176.76666666666665,176.4,176.96666666666667,177.9333333333333,178.5666666666667,177.9
2023-05-01,179.1,145.6,149.4,1186.0,1197.0,179.1,664.93,19887.24,34953.43,57478.35,-22524.92,77500.01,82.68,382843.45,3048.231666666667,1106.8816666666664,954.8116666666665,2896.161666666667,3672.8333333333335,177.36666666666667,176.83333333333334,176.33333333333334,176.23333333333335,176.29999999999998,176.16666666666666,1175.3333333333333,1172.0,1169.3333333333333,1168.0,1164.3333333333333,1158.3333333333333,1186.6666666666667,1183.0,1180.6666666666667,1179.3333333333333,1175.6666666666667,1169.6666666666667,177.16666666666666,176.76666666666665,176.4,176.96666666666667,177.9333333333333,178.5666666666667
2023-06-01,181.0,143.9,148.9,1196.0,1207.0,183.1,1304.8,20484.67,34324.89,53512.86,-19187.97,67900.0,82.04,395099.925,2780.231666666667,933.13,2344.438333333333,4191.540000000001,4538.0,178.13333333333333,177.36666666666667,176.83333333333334,176.33333333333334,176.23333333333335,176.29999999999998,1180.3333333333333,1175.3333333333333,1172.0,1169.3333333333333,1168.0,1164.3333333333333,1191.6666666666667,1186.6666666666667,1183.0,1180.6666666666667,1179.3333333333333,1175.6666666666667,178.0,177.16666666666666,176.76666666666665,176.4,176.96666666666667,177.9333333333333
2023-07-01,186.3,142.7,152.1,1215.0,1226.0,193.5,-925.12,20808.03,34489.89,53485.93,-18996.03,58030.0,82.25,408546.3333333333,2165.3766666666675,1033.1699999999998,3541.906666666666,4674.116666666667,4668.333333333333,179.4,178.13333333333333,177.36666666666667,176.83333333333334,176.33333333333334,176.23333333333335,1187.3333333333333,1180.3333333333333,1175.3333333333333,1172.0,1169.3333333333333,1168.0,1198.6666666666667,1191.6666666666667,1186.6666666666667,1183.0,1180.6666666666667,1179.3333333333333,180.0333333333333,178.0,177.16666666666666,176.76666666666665,176.4,176.96666666666667
2023-08-01,186.2,145.8,152.5,1224.0,1234.0,192.5,-539.85,20915.04,38284.78,62298.15,-24013.37,62280.0,82.68,422801.99166666664,1811.781666666667,1055.6299999999999,4077.1949999999997,4833.348333333334,5022.333333333333,182.13333333333333,179.4,178.13333333333333,177.36666666666667,176.83333333333334,176.33333333333334,1199.0,1187.3333333333333,1180.3333333333333,1175.3333333333333,1172.0,1169.3333333333333,1210.0,1198.6666666666667,1191.6666666666667,1186.6666666666667,1183.0,1180.6666666666667,185.23333333333335,180.0333333333333,178.0,177.16666666666666,176.76666666666665,176.4
2023-09-01,184.1,142.3,151.8,1226.0,1237.0,189.0,630.69,21283.78,34407.98,54485.03,-20077.05,70012.01,83.06,432559.675,1733.033333333334,1084.1066666666666,3446.2233333333334,4095.15,4843.0,184.5,182.13333333333333,179.4,178.13333333333333,177.36666666666667,176.83333333333334,1211.6666666666667,1199.0,1187.3333333333333,1180.3333333333333,1175.3333333333333,1172.0,1222.3333333333333,1210.0,1198.6666666666667,1191.6666666666667,1186.6666666666667,1183.0,189.69999999999996,185.23333333333335,180.0333333333333,178.0,177.16666666666666,176.76666666666665
2023-10-01,185.3,144.9,152.5,1241.0,1251.0,190.9,3805.45,21427.21,33433.54,63862.25,-30428.71,67383.52,83.27,431217.8,1960.4500000000007,1136.965,2806.861666666666,3630.3466666666677,4073.3333333333335,185.53333333333333,184.5,182.13333333333333,179.4,178.13333333333333,177.36666666666667,1221.6666666666667,1211.6666666666667,1199.0,1187.3333333333333,1180.3333333333333,1175.3333333333333,1232.3333333333333,1222.3333333333333,1210.0,1198.6666666666667,1191.6666666666667,1186.6666666666667,191.66666666666666,189.69999999999996,185.23333333333335,180.0333333333333,178.0,177.16666666666666
2023-11-01,186.3,141.1,153.1,1253.0,1262.0,192.6,802.87,21859.71,33745.88,55062.11,-21316.23,110925.51,83.35,424788.56666666665,2008.8300000000006,1162.3549999999998,2508.848333333333,3355.3233333333337,2989.6666666666665,185.20000000000002,185.53333333333333,184.5,182.13333333333333,179.4,178.13333333333333,1230.3333333333333,1221.6666666666667,1211.6666666666667,1199.0,1187.3333333333333,1180.3333333333333,1240.6666666666667,1232.3333333333333,1222.3333333333333,1210.0,1198.6666666666667,1191.6666666666667,190.79999999999998,191.66666666666666,189.69999999999996,185.23333333333335,180.0333333333333,178.0
2023-12-01,185.7,152.3,151.8,1257.0,1267.0,191.2,-656.23,22815.31,38391.03,57151.51,-18760.48,67683.01,83.12,413283.4166666667,1899.6000000000006,1379.9666666666665,2826.4466666666667,3346.0833333333335,2520.3333333333335,185.23333333333335,185.20000000000002,185.53333333333333,184.5,182.13333333333333,179.4,1240.0,1230.3333333333333,1221.6666666666667,1211.6666666666667,1199.0,1187.3333333333333,1250.0,1240.6666666666667,1232.3333333333333,1222.3333333333333,1210.0,1198.6666666666667,190.83333333333334,190.79999999999998,191.66666666666666,189.69999999999996,185.23333333333335,180.0333333333333
2024-01-01,185.5,153.6,151.2,1258.0,1268.0,190.1,3677.19,23517.12,37323.8,53876.53,-16552.73,104021.74,83.08,402140.01666666666,2594.811666666667,1308.1266666666666,2087.8483333333334,3374.5333333333333,2608.8333333333335,185.76666666666665,185.23333333333335,185.20000000000002,185.53333333333333,184.5,182.13333333333333,1250.3333333333333,1240.0,1230.3333333333333,1221.6666666666667,1211.6666666666667,1199.0,1260.0,1250.0,1240.6666666666667,1232.3333333333333,1222.3333333333333,1210.0,191.5666666666667,190.83333333333334,190.79999999999998,191.66666666666666,189.69999999999996,185.23333333333335
2024-02-01,185.8,147.1,151.2,1258.0,1269.0,190.3,-28.03,24901.66,41405.62,60919.29,-19513.67,106259.0,82.92,395137.3833333333,2672.118333333334,1300.1299999999999,2232.0800000000004,3604.066666666667,2530.1666666666665,185.83333333333334,185.76666666666665,185.23333333333335,185.20000000000002,185.53333333333333,184.5,1256.0,1250.3333333333333,1240.0,1230.3333333333333,1221.6666666666667,1211.6666666666667,1265.6666666666667,1260.0,1250.0,1240.6666666666667,1232.3333333333333,1222.3333333333333,191.29999999999998,191.5666666666667,190.83333333333334,190.79999999999998,191.66666666666666,189.69999999999996
2024-03-01,185.8,160.0,151.4,1259.0,1270.0,190.7,-1365.7,25733.33,83385.49,114054.27,-30668.78,192763.49,83.37,391191.52499999997,2734.856666666667,1695.6000000000001,3900.661666666667,4939.916666666667,3358.5,185.66666666666666,185.83333333333334,185.76666666666665,185.23333333333335,185.20000000000002,185.53333333333333,1257.6666666666667,1256.0,1250.3333333333333,1240.0,1230.3333333333333,1221.6666666666667,1268.0,1265.6666666666667,1260.0,1250.0,1240.6666666666667,1232.3333333333333,190.53333333333333,191.29999999999998,191.5666666666667,190.83333333333334,190.79999999999998,191.66666666666666
2024-04-01,186.7,148.0,152.9,1263.0,1275.0,191.9,1917.28,26216.43,70607.2,108976.09,-38368.89,36500.0,83.52,390832.9083333334,2373.111666666667,1648.5483333333332,3743.6200000000003,4468.181666666667,3949.0,185.70000000000002,185.66666666666666,185.83333333333334,185.76666666666665,185.23333333333335,185.20000000000002,1258.3333333333333,1257.6666666666667,1256.0,1250.3333333333333,1240.0,1230.3333333333333,1269.0,1268.0,1265.6666666666667,1260.0,1250.0,1240.6666666666667,190.36666666666667,190.53333333333333,191.29999999999998,191.5666666666667,190.83333333333334,190.79999999999998
2024-05-01,187.7,154.7,153.5,1269.0,1281.0,193.2,2341.61,26852.83,79182.51,123350.39,-44167.88,57500.0,83.3,392333.25,2752.196666666667,1771.175,2740.5183333333334,3721.536666666667,4426.666666666667,186.10000000000002,185.70000000000002,185.66666666666666,185.83333333333334,185.76666666666665,185.23333333333335,1260.0,1258.3333333333333,1257.6666666666667,1256.0,1250.3333333333333,1240.0,1271.3333333333333,1269.0,1268.0,1265.6666666666667,1260.0,1250.0,190.96666666666667,190.36666666666667,190.53333333333333,191.29999999999998,191.5666666666667,190.83333333333334
2024-06-01,190.2,151.0,154.0,1280.0,1292.0,198.4,2388.75,27414.08,70325.15,111994.14,-41668.99,51821.0,83.45,402044.2833333334,3135.245000000001,1646.7249999999997,2056.091666666667,3544.606666666667,4038.8333333333335,186.73333333333332,186.10000000000002,185.70000000000002,185.66666666666666,185.83333333333334,185.76666666666665,1263.6666666666667,1260.0,1258.3333333333333,1257.6666666666667,1256.0,1250.3333333333333,1275.3333333333333,1271.3333333333333,1269.0,1268.0,1265.6666666666667,1260.0,191.9333333333333,190.96666666666667,190.36666666666667,190.53333333333333,191.29999999999998,191.5666666666667
2024-07-01,193.0,149.8,155.3,1290.0,1302.0,203.3,-2542.11,28572.43,69414.39,118947.08,-49532.7,68382.88,83.74,415578.2583333333,2442.313333333334,1990.343333333333,3052.5750000000007,3504.5416666666674,4120.666666666667,188.20000000000002,186.73333333333332,186.10000000000002,185.70000000000002,185.66666666666666,185.83333333333334,1270.6666666666667,1263.6666666666667,1260.0,1258.3333333333333,1257.6666666666667,1256.0,1282.6666666666667,1275.3333333333333,1271.3333333333333,1269.0,1268.0,1265.6666666666667,194.5,191.9333333333333,190.96666666666667,190.36666666666667,190.53333333333333,191.29999999999998
2024-08-01,193.0,145.8,154.4,1297.0,1309.0,202.7,1187.99,29204.06,68964.43,137019.61,-68055.17,89190.0,83.87,426090.4666666666,2836.915000000001,2182.275,3144.606666666667,3799.2466666666674,4722.833333333333,190.29999999999998,188.20000000000002,186.73333333333332,186.10000000000002,185.70000000000002,185.66666666666666,1279.6666666666667,1270.6666666666667,1263.6666666666667,1260.0,1258.3333333333333,1257.6666666666667,1291.6666666666667,1282.6666666666667,1275.3333333333333,1271.3333333333333,1269.0,1268.0,198.29999999999998,194.5,191.9333333333333,190.96666666666667,190.36666666666667,190.53333333333333
2024-09-01,194.2,146.9,154.7,1304.0,1316.0,204.8,-960.09,31080.27,68606.87,117439.25,-48832.38,82243.0,83.79,427595.67500000005,2651.5000000000005,1929.2583333333332,3465.798333333334,4188.040000000001,4240.666666666667,192.0666666666667,190.29999999999998,188.20000000000002,186.73333333333332,186.10000000000002,185.70000000000002,1289.0,1279.6666666666667,1270.6666666666667,1263.6666666666667,1260.0,1258.3333333333333,1301.0,1291.6666666666667,1282.6666666666667,1275.3333333333333,1271.3333333333333,1269.0,201.46666666666667,198.29999999999998,194.5,191.9333333333333,190.96666666666667,190.36666666666667
2024-10-01,196.8,150.3,156.7,1315.0,1326.0,209.4,49.84,31871.04,77946.67,130139.03,-52192.36,84842.0,84.09,433190.89166666666,2436.153333333334,2025.153333333333,2091.883333333334,2502.881666666667,4443.0,193.39999999999998,192.0666666666667,190.29999999999998,188.20000000000002,186.73333333333332,186.10000000000002,1297.0,1289.0,1279.6666666666667,1270.6666666666667,1263.6666666666667,1260.0,1309.0,1301.0,1291.6666666666667,1282.6666666666667,1275.3333333333333,1271.3333333333333,203.60000000000002,201.46666666666667,198.29999999999998,194.5,191.9333333333333,190.96666666666667
2024-11-01,196.5,148.1,156.4,1320.0,1331.0,208.4,-2677.92,32040.0,63913.91,127857.02,-63943.11,55006.0,84.5,440049.56666666665,1740.6400000000006,2166.23,2019.1683333333337,1593.5783333333336,4246.5,194.66666666666666,193.39999999999998,192.0666666666667,190.29999999999998,188.20000000000002,186.73333333333332,1305.3333333333333,1297.0,1289.0,1279.6666666666667,1270.6666666666667,1263.6666666666667,1317.0,1309.0,1301.0,1291.6666666666667,1282.6666666666667,1275.3333333333333,205.63333333333333,203.60000000000002,201.46666666666667,198.29999999999998,194.5,191.9333333333333
2024-12-01,195.4,158.0,155.7,1320.0,1331.0,205.9,-148.29,32198.08,75606.41,116957.62,-41351.21,88662.0,85.62,442271.56666666665,1466.3116666666674,2314.741666666667,1413.0033333333338,564.5733333333337,5367.666666666667,195.83333333333334,194.66666666666666,193.39999999999998,192.0666666666667,190.29999999999998,188.20000000000002,1313.0,1305.3333333333333,1297.0,1289.0,1279.6666666666667,1270.6666666666667,1324.3333333333333,1317.0,1309.0,1301.0,1291.6666666666667,1282.6666666666667,207.53333333333333,205.63333333333333,203.60000000000002,201.46666666666667,198.29999999999998,194.5
2025-01-01,193.4,161.6,155.0,1316.0,1328.0,200.9,1980.33,32754.06,72689.78,118860.67,-46170.89,111673.15,86.64,441866.9166666667,2067.1700000000005,2161.86,-658.878333333333,-753.568333333333,5437.166666666667,196.23333333333335,195.83333333333334,194.66666666666666,193.39999999999998,192.0666666666667,190.29999999999998,1318.3333333333333,1313.0,1305.3333333333333,1297.0,1289.0,1279.6666666666667,1329.3333333333333,1324.3333333333333,1317.0,1309.0,1301.0,1291.6666666666667,207.9,207.53333333333333,205.63333333333333,203.60000000000002,201.46666666666667,198.29999999999998
2025-02-01,192.5,151.1,154.9,1309.0,1321.0,197.6,-808.09,32492.04,73639.12,101927.34,-28288.22,122593.06,87.4,441001.1583333334,1917.6966666666674,2345.0666666666666,-2048.726666666666,-2476.0983333333334,4923.0,195.1,196.23333333333335,195.83333333333334,194.66666666666666,193.39999999999998,192.0666666666667,1318.6666666666667,1318.3333333333333,1313.0,1305.3333333333333,1297.0,1289.0,1330.0,1329.3333333333333,1324.3333333333333,1317.0,1309.0,1301.0,205.0666666666667,207.9,207.53333333333333,205.63333333333333,203.60000000000002,201.46666666666667
2025-03-01,192.0,166.3,154.8,1306.0,1319.0,196.2,-437.84,32809.42,83935.38,127014.28,-43078.91,224897.11,85.58,448551.5333333334,2274.103333333334,2614.433333333333,-3021.2749999999996,-3361.605,5956.666666666667,193.76666666666665,195.1,196.23333333333335,195.83333333333334,194.66666666666666,193.39999999999998,1315.0,1318.6666666666667,1318.3333333333333,1313.0,1305.3333333333333,1297.0,1326.6666666666667,1330.0,1329.3333333333333,1324.3333333333333,1317.0,1309.0,201.4666666666667,205.0666666666667,207.9,207.53333333333333,205.63333333333333,203.60000000000002
2025-04-01,192.6,151.8,154.2,1307.0,1320.0,196.0,3944.6,33080.99,76679.88,129820.87,-53141.0,53870.0,85.05,465298.5416666667,3161.060000000001,2852.265,-1716.3466666666664,-1407.55,5526.333333333333,192.63333333333333,193.76666666666665,195.1,196.23333333333335,195.83333333333334,194.66666666666666,1310.3333333333333,1315.0,1318.6666666666667,1318.3333333333333,1313.0,1305.3333333333333,1322.6666666666667,1326.6666666666667,1330.0,1329.3333333333333,1324.3333333333333,1317.0,198.23333333333335,201.4666666666667,205.0666666666667,207.9,207.53333333333333,205.63333333333333
